,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone
593,0,2,0,36,0,2,30,1,2,2,0,1,0,0
594,0,1,1,50,1,0,138,2,1,1,1,2,0,0
595,0,2,1,48,1,1,133,2,2,1,1,2,0,0
596,1,1,0,36,0,0,162,2,1,2,0,2,1,1
597,0,2,1,64,0,0,0,2,2,1,1,2,0,1
598,0,2,1,36,0,0,16,0,2,1,1,0,0,1
599,1,0,1,64,1,0,194,0,0,1,1,0,1,0
600,1,1,0,31,2,1,144,2,1,2,0,2,1,0
601,0,2,1,36,0,0,40,2,2,1,1,2,0,1
602,0,0,1,36,0,0,178,2,0,1,1,2,0,1
603,0,2,1,58,0,0,43,2,2,1,1,2,0,1
604,1,0,1,47,0,0,143,0,0,1,1,0,1,1
605,0,2,1,48,1,0,103,2,2,1,1,2,0,0
606,0,2,1,39,0,0,40,2,2,1,1,2,0,1
607,1,0,1,35,0,0,155,2,0,1,1,2,1,1
608,1,1,0,28,1,2,177,0,1,2,0,0,1,0
609,1,0,0,53,0,0,238,2,0,2,0,2,1,1
610,0,2,0,52,1,5,158,2,2,2,0,2,0,0
611,0,2,1,36,0,0,12,2,2,1,1,2,0,1
612,1,2,0,36,1,0,102,1,2,2,0,1,1,0
613,0,2,1,36,0,0,30,1,2,1,1,1,0,1
614,0,2,1,47,0,0,43,2,2,1,1,2,0,1
615,1,1,0,31,1,2,202,2,1,2,0,2,1,0
616,0,2,1,45,1,1,93,2,2,1,1,2,0,0
617,0,2,0,34,1,0,109,2,2,2,0,2,0,0
618,1,1,0,8,2,1,172,2,1,0,0,2,1,0
619,0,1,1,34,0,0,72,2,1,1,1,2,0,1
620,0,2,1,35,1,0,94,0,2,1,1,0,0,0
621,1,0,1,56,1,0,188,2,0,1,1,2,1,0
622,1,2,1,25,1,1,104,0,2,1,1,0,1,0
623,0,2,1,27,0,0,36,2,2,1,1,2,0,1
624,0,2,1,27,0,0,109,2,2,1,1,2,0,1
625,0,0,1,77,0,0,160,2,0,1,1,2,0,1
626,0,1,1,73,0,0,80,1,1,1,1,1,0,1
627,1,0,0,27,0,0,213,2,0,2,0,2,1,1
628,0,2,1,34,0,0,40,2,2,1,1,2,0,1
629,0,2,1,36,0,0,27,1,2,1,1,1,0,1
630,1,0,1,87,0,0,153,2,0,1,1,2,1,1
631,0,2,1,66,0,0,13,2,2,1,1,2,0,1
632,1,0,1,42,0,0,155,0,0,1,1,0,1,1
633,0,0,1,36,0,0,0,2,0,1,1,2,0,1
634,0,2,0,13,3,2,147,2,2,0,0,2,0,0
635,1,1,0,36,0,0,85,2,1,2,0,2,1,1
636,0,2,1,42,0,0,41,2,2,1,1,2,0,1
637,0,1,1,41,1,1,139,2,1,1,1,2,0,0
638,0,2,0,55,0,5,175,2,2,2,0,2,0,0
639,0,2,1,36,1,0,109,2,2,1,1,2,0,0
640,0,2,1,25,0,0,36,2,2,1,1,2,0,1
641,1,0,0,31,0,0,204,0,0,2,0,0,1,1
642,0,2,0,6,3,2,147,2,2,0,0,2,0,0
643,1,2,1,36,0,0,193,2,2,1,1,2,1,1
644,1,2,0,2,2,1,116,0,2,0,0,0,1,0
645,1,0,1,63,1,0,211,0,0,1,1,0,1,0
646,0,2,1,24,0,0,40,2,2,1,1,2,0,1
647,1,0,1,72,0,0,168,0,0,1,1,0,1,1
648,0,2,1,36,0,0,22,2,2,1,1,2,0,1
649,1,2,0,29,0,0,22,2,2,2,0,2,1,1
650,0,2,1,36,0,0,40,2,2,1,1,2,0,1
651,1,1,0,23,0,1,129,2,1,2,0,2,1,0
652,0,2,1,27,0,0,50,2,2,1,1,2,0,1
653,1,2,0,36,0,0,35,1,2,2,0,1,1,1
654,0,2,0,23,0,0,7,1,2,2,0,1,0,1
655,0,1,1,31,2,0,208,2,1,1,1,2,0,0
656,0,2,1,36,0,0,40,2,2,1,1,2,0,1
657,0,2,0,42,1,1,102,1,2,2,0,1,0,0
658,0,1,1,29,0,0,85,2,1,1,1,2,0,1
659,0,0,1,74,0,2,231,0,0,1,1,0,0,0
660,1,0,1,65,2,0,233,2,0,1,1,2,1,0
661,0,2,1,53,0,0,16,0,2,1,1,0,0,1
662,0,0,1,62,0,0,135,2,0,1,1,2,0,1
663,0,2,1,48,0,0,20,2,2,1,1,2,0,1
664,1,2,1,25,1,0,41,2,2,1,1,2,1,0
665,0,1,1,42,2,0,208,2,1,1,1,2,0,0
666,0,1,1,33,0,0,85,2,1,1,1,2,0,1
667,0,2,1,36,0,0,31,2,2,1,1,2,0,1
668,0,2,1,57,0,0,43,2,2,1,1,2,0,1
669,1,0,0,36,1,0,187,2,0,2,0,2,1,0
670,1,1,0,53,1,1,172,2,1,2,0,2,1,0
671,0,0,1,41,1,0,187,2,0,1,1,2,0,0
672,0,1,1,83,0,0,72,2,1,1,1,2,0,1
673,1,1,1,41,0,0,85,2,1,1,1,2,1,1
674,0,1,1,36,0,0,0,2,1,1,1,2,0,1
675,0,2,1,23,0,0,31,2,2,1,1,2,0,1
676,0,2,1,32,0,0,43,2,2,1,1,2,0,1
677,1,2,0,23,0,0,68,2,2,2,0,2,1,1
678,0,2,0,57,1,6,179,2,2,2,0,2,0,0
679,1,0,1,48,0,1,247,0,0,1,1,0,1,0
680,0,2,0,36,0,0,45,1,2,2,0,1,0,1
681,1,0,1,35,0,0,211,0,0,1,1,0,1,1
682,0,2,1,25,0,0,60,2,2,1,1,2,0,1
683,0,2,1,18,5,2,179,2,2,0,0,2,0,0
684,0,1,1,76,1,1,172,2,1,1,1,2,0,0
685,0,1,1,33,1,2,177,0,1,1,1,0,0,0
686,0,2,1,18,4,1,175,2,2,0,0,2,0,0
687,0,2,1,24,0,0,70,2,2,1,1,2,0,1
688,0,2,1,23,0,0,33,2,2,1,1,2,0,1
689,1,0,0,20,0,1,240,2,0,0,0,2,1,0
690,1,0,1,41,1,0,195,2,0,1,1,2,1,0
691,1,2,0,8,0,1,86,0,2,0,0,0,1,0
692,1,2,1,36,0,0,193,2,2,1,1,2,1,1
693,0,2,1,33,0,0,16,0,2,1,1,0,0,1
694,0,0,1,76,0,0,143,2,0,1,1,2,0,1
695,0,1,1,67,0,0,87,2,1,1,1,2,0,1
696,0,2,1,58,0,0,43,2,2,1,1,2,0,1
697,1,2,0,36,0,0,27,1,2,2,0,1,1,1
698,0,0,1,64,1,1,230,0,0,1,1,0,0,0
699,0,2,1,56,0,0,24,2,2,1,1,2,0,1
700,1,0,0,23,1,0,243,0,0,2,0,0,1,0
701,1,0,1,47,0,0,141,2,0,1,1,2,1,1
702,0,2,0,23,0,1,94,0,2,2,0,0,0,0
703,0,2,1,33,0,0,29,1,2,1,1,1,0,1
704,0,2,1,34,1,0,36,2,2,1,1,2,0,0
705,0,1,1,52,0,0,138,2,1,1,1,2,0,1
706,1,1,0,59,0,0,87,2,1,2,0,2,1,1
707,1,0,1,56,0,0,141,2,0,1,1,2,1,1
708,1,0,0,28,0,0,237,2,0,2,0,2,1,1
709,1,2,1,36,1,1,101,0,2,1,1,0,1,0
710,1,0,0,31,0,0,182,0,0,2,0,0,1,1
711,0,0,1,36,0,0,143,2,0,1,1,2,0,1
712,1,0,1,63,1,0,187,2,0,1,1,2,1,0
713,0,2,1,38,0,0,63,2,2,1,1,2,0,1
714,0,1,1,67,0,0,85,2,1,1,1,2,0,1
715,0,2,1,24,0,0,24,2,2,1,1,2,0,1
716,1,0,0,51,0,0,243,0,0,2,0,0,1,1
717,1,1,0,35,0,0,72,2,1,2,0,2,1,1
718,0,2,1,36,0,0,102,1,2,1,1,1,0,1
719,0,2,1,44,0,0,31,2,2,1,1,2,0,1
720,1,1,0,10,0,1,162,2,1,0,0,2,1,0
721,0,2,1,22,1,0,13,2,2,1,1,2,0,0
722,0,1,1,45,0,0,85,2,1,1,1,2,0,1
723,0,1,1,65,0,0,85,2,1,1,1,2,0,1
724,1,0,1,35,1,0,189,2,0,1,1,2,1,0
725,0,2,1,25,0,0,54,2,2,1,1,2,0,1
726,1,1,0,39,3,0,123,2,1,2,0,2,1,0
727,1,2,0,36,0,0,28,1,2,2,0,1,1,1
728,0,1,1,33,1,0,138,2,1,1,1,2,0,0
729,0,2,0,33,1,0,41,2,2,2,0,2,0,0
730,1,0,0,38,0,0,240,2,0,2,0,2,1,1
731,0,2,1,15,0,0,115,0,2,0,0,0,0,1
732,0,1,1,36,0,0,0,2,1,1,1,2,0,1
733,0,1,1,29,0,0,85,2,1,1,1,2,0,1
734,0,1,1,29,0,0,85,2,1,1,1,2,0,1
735,0,2,1,37,0,0,109,2,2,1,1,2,0,1
736,0,2,0,63,1,3,165,2,2,2,0,2,0,0
737,1,0,1,47,0,0,247,0,0,1,1,0,1,1
738,0,2,1,36,0,0,40,2,2,1,1,2,0,1
739,0,2,1,36,0,0,40,2,2,1,1,2,0,1
740,1,0,1,36,0,0,153,2,0,1,1,2,1,1
741,0,0,1,48,1,0,215,2,0,1,1,2,0,0
742,1,0,0,27,2,2,245,0,0,2,0,0,1,0
743,0,2,1,31,1,0,109,2,2,1,1,2,0,0
744,1,2,1,41,0,0,41,2,2,1,1,2,1,1
745,0,0,1,83,1,1,206,2,0,1,1,2,0,0
746,0,2,1,21,1,1,120,2,2,1,1,2,0,0
747,1,1,0,39,0,0,85,2,1,2,0,2,1,1
748,0,0,1,24,1,0,189,2,0,1,1,2,0,0
749,0,2,1,41,0,0,30,1,2,1,1,1,0,1
750,1,1,0,8,1,1,129,2,1,0,0,2,1,0
751,1,2,1,10,0,1,81,2,2,0,0,2,1,0
752,0,2,1,44,0,0,64,2,2,1,1,2,0,1
753,0,2,1,29,0,0,40,2,2,1,1,2,0,1
754,1,1,0,63,1,2,202,2,1,2,0,2,1,0
755,1,1,1,1,1,1,96,2,1,0,0,2,1,0
756,0,2,1,36,0,0,33,2,2,1,1,2,0,1
757,0,1,1,23,0,0,76,2,1,1,1,2,0,1
758,0,2,1,45,0,0,43,2,2,1,1,2,0,1
759,1,0,0,44,0,0,223,2,0,2,0,2,1,1
760,0,2,1,36,0,0,96,2,2,1,1,2,0,1
761,0,2,1,55,0,0,14,2,2,1,1,2,0,1
762,1,2,1,25,0,0,17,0,2,1,1,0,1,1
763,1,0,0,48,1,2,232,2,0,2,0,2,1,0
764,0,2,1,21,0,0,31,2,2,1,1,2,0,1
765,1,0,0,66,1,0,213,2,0,2,0,2,1,0
766,0,0,1,36,0,0,174,0,0,1,1,0,0,1
767,0,2,0,40,0,0,30,1,2,2,0,1,0,1
768,0,2,1,36,1,0,133,1,2,1,1,1,0,0
769,0,2,1,42,0,0,48,2,2,1,1,2,0,1
770,0,2,1,31,0,0,64,2,2,1,1,2,0,1
771,0,2,1,63,0,0,36,2,2,1,1,2,0,1
772,0,1,0,73,0,0,72,2,1,2,0,2,0,1
773,0,2,1,36,0,0,16,0,2,1,1,0,0,1
774,1,1,0,69,1,3,129,2,1,2,0,2,1,0
775,0,2,1,23,0,0,30,2,2,1,1,2,0,1
776,0,2,1,36,0,0,30,1,2,1,1,1,0,1
777,1,2,0,9,0,0,81,2,2,0,0,2,1,1
778,0,2,1,36,0,0,28,1,2,1,1,1,0,1
779,1,0,0,57,0,1,240,2,0,2,0,2,1,0
780,1,2,0,17,0,0,17,0,2,0,0,0,1,1
781,1,0,0,22,1,0,195,2,0,2,0,2,1,0
782,0,0,1,38,0,0,153,2,0,1,1,2,0,1
783,0,2,1,36,1,2,131,2,2,1,1,2,0,0
784,0,2,1,33,0,0,12,2,2,1,1,2,0,1
785,0,2,1,33,0,0,18,2,2,1,1,2,0,1
786,1,2,0,23,0,0,20,2,2,2,0,2,1,1
787,0,2,1,12,4,1,151,1,2,0,0,1,0,0
788,1,2,1,5,1,2,122,2,2,0,0,2,1,0
789,0,0,1,61,0,0,216,0,0,1,1,0,0,1
790,0,2,1,36,0,0,30,1,2,1,1,1,0,1
791,0,1,1,21,0,0,138,2,1,1,1,2,0,1
792,0,2,0,36,6,2,205,2,2,2,0,2,0,0
793,0,0,1,36,0,0,156,0,0,1,1,0,0,1
794,0,2,1,33,0,0,40,2,2,1,1,2,0,1
795,0,1,1,52,0,0,85,2,1,1,1,2,0,1
796,1,0,0,64,0,0,137,2,0,2,0,2,1,1
797,1,2,0,41,0,0,55,2,2,2,0,2,1,1
798,0,2,1,39,0,0,17,0,2,1,1,0,0,1
799,0,2,0,39,1,1,133,2,2,2,0,2,0,0
800,0,1,1,45,0,0,85,2,1,1,1,2,0,1
801,1,1,0,41,1,1,139,2,1,2,0,2,1,0
802,1,0,1,15,1,2,232,2,0,0,0,2,1,0
803,1,2,1,0,0,1,52,0,2,0,0,0,1,0
804,1,2,1,35,0,0,10,2,2,1,1,2,1,1
805,0,2,1,41,0,0,31,2,2,1,1,2,0,1
806,0,0,1,52,0,0,0,2,0,1,1,2,0,1
807,0,2,0,23,0,0,31,2,2,2,0,2,0,1
808,0,1,1,52,0,0,85,2,1,1,1,2,0,1
809,1,0,0,44,1,0,189,2,0,2,0,2,1,0
810,0,2,1,34,0,0,39,2,2,1,1,2,0,1
811,0,2,1,52,0,0,133,2,2,1,1,2,0,1
812,0,1,1,47,0,0,72,2,1,1,1,2,0,1
813,0,2,0,10,4,2,158,2,2,0,0,2,0,0
814,0,2,1,40,0,0,43,2,2,1,1,2,0,1
815,0,0,1,36,0,0,0,2,0,1,1,2,0,1
816,0,2,0,29,0,0,41,2,2,2,0,2,0,1
817,0,1,1,41,1,1,170,0,1,1,1,0,0,0
818,0,2,1,57,0,0,5,2,2,1,1,2,0,1
819,0,2,1,14,3,2,147,2,2,0,0,2,0,0
820,1,0,0,67,1,1,227,2,0,2,0,2,1,0
821,1,2,1,35,0,0,54,2,2,1,1,2,1,1
822,0,0,1,51,0,0,0,2,0,1,1,2,0,1
823,1,2,0,35,0,1,81,2,2,2,0,2,1,0
824,0,2,1,6,4,1,175,2,2,0,0,2,0,0
825,0,2,1,36,0,0,9,1,2,1,1,1,0,1
826,0,2,1,36,0,0,193,2,2,1,1,2,0,1
827,1,1,1,5,0,2,170,0,1,0,0,0,1,0
828,1,2,1,36,0,0,30,1,2,1,1,1,1,1
829,1,0,0,78,0,0,218,2,0,2,0,2,1,1
830,1,2,0,20,1,0,94,0,2,0,0,0,1,0
831,1,1,1,3,1,1,114,2,1,0,0,2,1,0
832,0,2,1,36,0,0,17,0,2,1,1,0,0,1
833,0,2,1,29,0,0,36,2,2,1,1,2,0,1
834,0,2,1,23,0,0,47,2,2,1,1,2,0,1
835,1,0,0,52,1,1,221,0,0,2,0,0,1,0
836,0,2,1,27,0,0,54,2,2,1,1,2,0,1
837,0,2,1,36,0,0,43,2,2,1,1,2,0,1
838,1,2,1,42,0,0,193,2,2,1,1,2,1,1
839,1,0,1,36,0,0,152,0,0,1,1,0,1,1
840,0,2,1,25,0,0,41,2,2,1,1,2,0,1
841,0,1,1,21,0,0,72,2,1,1,1,2,0,1
842,1,0,0,39,0,0,157,0,0,2,0,0,1,1
843,0,2,1,46,0,0,4,0,2,1,1,0,0,1
844,0,2,1,22,0,0,54,2,2,1,1,2,0,1
845,0,2,1,56,0,0,22,2,2,1,1,2,0,1
846,0,2,1,36,6,2,205,2,2,1,1,2,0,0
847,0,2,1,47,0,0,40,0,2,1,1,0,0,1
848,0,1,1,36,0,1,162,2,1,1,1,2,0,0
849,1,0,0,36,1,0,224,0,0,2,0,0,1,0
850,0,2,1,8,4,2,158,2,2,0,0,2,0,0
851,0,2,1,86,0,0,31,2,2,1,1,2,0,1
852,0,2,0,13,1,1,101,0,2,0,0,0,0,0
853,1,0,0,21,0,1,173,2,0,2,0,2,1,0
854,0,1,0,58,1,0,138,2,1,2,0,2,0,0
855,1,2,0,23,0,1,61,2,2,2,0,2,1,0
856,1,0,0,59,1,1,239,2,0,2,0,2,1,0
857,1,0,1,66,0,0,143,2,0,1,1,2,1,1
858,1,2,0,31,0,3,116,0,2,2,0,0,1,0
859,0,2,1,36,0,0,17,0,2,1,1,0,0,1
860,0,2,1,55,2,0,92,2,2,1,1,2,0,0
861,0,1,1,27,1,0,76,2,1,1,1,2,0,0
862,1,0,0,63,0,0,137,2,0,2,0,2,1,1
863,0,2,0,36,6,2,205,2,2,2,0,2,0,0
864,0,1,1,31,0,0,85,2,1,1,1,2,0,1
865,1,1,0,56,0,0,85,2,1,2,0,2,1,1
866,1,1,0,35,1,0,89,0,1,2,0,0,1,0
867,0,0,1,41,0,0,184,2,0,1,1,2,0,1
868,0,2,1,36,0,0,64,2,2,1,1,2,0,1
869,1,2,1,8,1,1,74,2,2,0,0,2,1,0
870,0,2,1,34,0,0,40,2,2,1,1,2,0,1
871,1,0,0,62,1,1,188,2,0,2,0,2,1,0
872,0,0,1,44,0,0,2,2,0,1,1,2,0,1
873,0,2,1,62,0,0,58,2,2,1,1,2,0,1
874,1,1,0,36,1,0,132,0,1,2,0,0,1,0
875,1,2,0,20,0,0,16,0,2,0,0,0,1,1
876,0,2,1,25,0,0,69,2,2,1,1,2,0,1
877,0,2,1,24,0,0,40,2,2,1,1,2,0,1
878,0,2,1,36,0,0,40,2,2,1,1,2,0,1
879,1,0,0,72,0,1,221,0,0,2,0,0,1,0
880,1,1,0,33,0,1,138,2,1,2,0,2,1,0
881,0,2,1,44,0,0,40,2,2,1,1,2,0,1
882,0,2,0,28,0,0,73,2,2,2,0,2,0,1
883,0,1,1,36,0,0,72,2,1,1,1,2,0,1
884,0,2,1,33,0,0,12,2,2,1,1,2,0,1
885,0,2,0,52,0,5,151,1,2,2,0,1,0,0
886,0,1,1,35,0,0,85,2,1,1,1,2,0,1
887,1,0,0,24,0,0,153,2,0,2,0,2,1,1
888,0,2,0,36,1,2,131,2,2,2,0,2,0,0
889,1,0,1,34,0,0,153,0,0,1,1,0,1,1
890,0,2,1,42,0,0,30,1,2,1,1,1,0,1
